id;submitdate;lastpage;startlanguage;seed;startdate;datestamp;instructionsUndersto;randomQuestions[Q1];randomQuestions[Q2];randomQuestions[Q3];randomQuestions[Q4];randomQuestions[Q5];randomQuestions[Q6];randomQuestions[Q7];randomQuestions[Q8];randomQuestions[Q9];randomQuestions[Q10];randomQuestions[Q11];randomQuestions[Q12];randomQuestions[Q13];randomQuestions[Q14];randomQuestions[Q15];randomQuestions[Q16];randomQuestions[Q17];randomQuestions[Q18];randomQuestions[Q19];randomQuestions[Q20];QDD1;assignNumbers;QDD2;QDD3;AllQuestionsS1[F1];AllQuestionsS1[F11];AllQuestionsS1[F12];AllQuestionsS1[F2];AllQuestionsS1[F21];AllQuestionsS1[F22];AllQuestionsS1[F23];AllQuestionsS1[F24];AllQuestionsS1[F3];AllQuestionsS1[F31];AllQuestionsS1[F32];AllQuestionsS1[F41];AllQuestionsS1[F42];AllQuestionsS1[N1];AllQuestionsS1[N2];AllQuestionsS1[N3];AllQuestionsS1[N4];AllQuestionsS2[F1];AllQuestionsS2[F11];AllQuestionsS2[F12];AllQuestionsS2[F2];AllQuestionsS2[F21];AllQuestionsS2[F22];AllQuestionsS2[F23];AllQuestionsS2[F24];AllQuestionsS2[F3];AllQuestionsS2[F31];AllQuestionsS2[F32];AllQuestionsS2[F41];AllQuestionsS2[F42];AllQuestionsS2[N1];AllQuestionsS2[N2];AllQuestionsS2[N3];AllQuestionsS2[N4];AllQuestionsS3[F1];AllQuestionsS3[F11];AllQuestionsS3[F12];AllQuestionsS3[F2];AllQuestionsS3[F21];AllQuestionsS3[F22];AllQuestionsS3[F23];AllQuestionsS3[F24];AllQuestionsS3[F3];AllQuestionsS3[F31];AllQuestionsS3[F32];AllQuestionsS3[F41];AllQuestionsS3[F42];AllQuestionsS3[N1];AllQuestionsS3[N2];AllQuestionsS3[N3];AllQuestionsS3[N4];AllQuestionsS4[F1];AllQuestionsS4[F11];AllQuestionsS4[F12];AllQuestionsS4[F2];AllQuestionsS4[F21];AllQuestionsS4[F22];AllQuestionsS4[F23];AllQuestionsS4[F24];AllQuestionsS4[F3];AllQuestionsS4[F31];AllQuestionsS4[F32];AllQuestionsS4[F41];AllQuestionsS4[F42];AllQuestionsS4[N1];AllQuestionsS4[N2];AllQuestionsS4[N3];AllQuestionsS4[N4];herdSize[decr];herdSize[main];herdSize[incr];statusQuo;QAttentionCheck[env];QAttentionCheck[market];QAttentionCheck[tax];QAttentionCheck[health];interviewtime;groupTime617;instructionsUnderstoTime;ProlificIDTime;randomQuestionsTime;groupTime615;QDD1Time;assignNumbersTime;groupTime618;QDD2Time;groupTime619;QDD3Time;groupTime621;AllQuestionsS1Time;groupTime620;AllQuestionsS2Time;groupTime622;AllQuestionsS3Time;groupTime616;AllQuestionsS4Time;groupTime624;herdSizeTime;statusQuoTime;groupTime623;QAttentionCheckTime
597;24/01/2025 11:47;10;en;1620125925;24/01/2025 11:32;24/01/2025 11:47;Y;4;3;2;1;3;4;1;1;4;3;3;4;4;4;2;1;3;2;1;4;read;4  3  2  1  3  4  1  1  4  3  3  4  4  4  2  1  3  2  1  4;read;read;;;;AO03;;;AO03;AO04;;;;;;;AO03;;;;;AO03;;;;;;;;;;;AO01;;;AO02;;AO03;;;AO04;;;;;AO04;AO03;;;;;AO04;;AO04;;;;;AO03;;;AO04;;;AO04;AO03;;;;;AO02;AO03;AO04;AO04;Y;Y;;Y;897.77;29.49;;;;339.29;;;144.62;;149.31;;54.39;;35.87;;33.7;;57.81;;32.43;;;20.86;
599;24/01/2025 11:44;10;en;713456111;24/01/2025 11:37;24/01/2025 11:44;Y;3;3;4;1;4;3;4;4;3;4;2;3;4;4;3;3;1;4;1;2;read;3  3  4  1  4  3  4  4  3  4  2  3  4  4  3  3  1  4  1  2;read;read;;;;AO05;;;;;;;;;;;;AO01;;;;;;;;;;;;AO05;;;;;;;AO05;AO04;;;;AO05;;;AO05;;;;;AO04;AO02;;;;;AO05;;AO02;;AO02;AO05;;AO04;;AO05;AO03;;;;AO02;AO03;AO04;AO02;AO04;Y;Y;;Y;434.47;13.4;;;;144.54;;;74.88;;56.76;;18.04;;5.6;;26.5;;54.63;;27.57;;;12.55;
600;24/01/2025 11:50;10;en;2053564099;24/01/2025 11:38;24/01/2025 11:50;;1;4;1;1;2;4;1;2;3;3;4;4;4;1;4;1;2;3;1;4;read;1  4  1  1  2  4  1  2  3  3  4  4  4  1  4  1  2  3  1  4;read;read;AO04;;AO04;AO02;;;AO04;;;;;;AO03;;AO03;;;;;;;AO03;;;AO04;;;;;;;;AO03;;;;;;;;;;AO05;AO04;;;;;;;AO01;;AO03;;;;AO01;;;;;AO05;AO05;;AO03;;;;AO01;AO03;AO03;AO04;Y;;;Y;700.25;35.97;;;;91.26;;;119.04;;101.83;;99.2;;42.97;;38.49;;77.9;;56.18;;;37.41;
601;24/01/2025 11:58;10;en;1545634478;24/01/2025 11:40;24/01/2025 11:58;Y;1;1;1;2;2;4;4;4;3;1;1;3;3;4;4;1;1;1;3;3;read;1  1  1  2  2  4  4  4  3  1  1  3  3  4  4  1  1  1  3  3;read;read;AO05;AO04;AO04;;;;;;;AO03;AO03;;;;AO03;AO03;AO03;;;;AO03;AO02;;;;;;;;;;;;;;;;;;;;;AO02;;;AO04;;;;;;;;;;;AO02;AO03;AO04;;;;;AO01;AO02;;;;AO02;AO03;AO02;AO03;Y;;;Y;1041.8;18.29;;;;117.23;;;77.63;;31.77;;461.43;;78.61;;89.06;;57.56;;42.9;;;67.32;
602;24/01/2025 11:46;10;en;1186081487;24/01/2025 11:41;24/01/2025 11:46;Y;2;2;1;3;3;3;4;2;3;3;1;4;4;4;4;3;4;1;3;1;read;2  2  1  3  3  3  4  2  3  3  1  4  4  4  4  3  4  1  3  1;read;read;;;AO05;;;;;;;;AO05;;;;;;AO05;AO04;AO03;;;;;;AO03;;;;;;;;;;;;;AO02;AO02;AO02;;;AO04;AO04;;;;;AO03;;;;;;;;;AO01;;;;;AO04;AO01;AO02;;AO04;;AO02;AO02;AO01;AO04;Y;Y;;Y;280.76;7.56;;;;45.51;;;67.88;;47.44;;13.8;;10.08;;36.25;;22.95;;15.72;;;13.57;
603;24/01/2025 11:52;10;en;1036364514;24/01/2025 11:43;24/01/2025 11:52;Y;1;1;4;1;4;2;2;3;2;2;2;4;2;3;1;2;2;3;3;4;read;1  1  4  1  4  2  2  3  2  2  2  4  2  3  1  2  2  3  3  4;read;read;AO01;AO04;;AO05;;;;;;;;;;AO01;;;;;;;;;AO04;AO01;;AO04;AO05;AO05;AO05;;;AO03;AO04;;;;;;;;;AO05;;;;;AO03;;;;AO01;;;AO05;;AO04;;;;;;;;;;;;;AO01;AO02;AO02;AO04;Y;Y;;Y;551.58;19.64;;;;121.03;;;113.77;;76.06;;47.29;;50.34;;34.8;;16.4;;45.02;;;27.23;
604;24/01/2025 11:51;10;en;358450790;24/01/2025 11:45;24/01/2025 11:51;Y;1;3;1;1;1;4;1;4;3;4;4;1;2;2;4;1;2;4;4;2;read;1  3  1  1  1  4  1  4  3  4  4  1  2  2  4  1  2  4  4  2;read;read;AO03;;AO04;AO02;AO02;;AO02;;;;;;;;AO03;;;;;;;;;;;;;;AO04;AO04;;;AO05;;;AO03;;;;;;;AO04;;;;;;;;;;;;;;AO04;;AO05;;AO03;AO04;;;AO04;;;AO04;AO04;AO04;AO02;AO03;Y;Y;;Y;353.31;14.85;;;;111.27;;;85.4;;57.65;;16.41;;9.43;;6.62;;23.29;;17.09;;;11.3;
605;24/01/2025 11:53;10;en;1492513333;24/01/2025 11:45;24/01/2025 11:53;Y;4;3;1;3;2;2;3;1;4;3;4;4;1;3;3;2;3;1;1;4;read;4  3  1  3  2  2  3  1  4  3  4  4  1  3  3  2  3  1  1  4;read;read;;;AO04;;;;;AO04;;;;AO04;;;;;AO02;;;;;AO04;AO04;;;;;;;;;AO02;;;;AO04;;AO03;;;AO02;;;AO04;;;AO03;AO03;;AO02;;AO03;;;;;;;;AO03;;AO05;;;;;;;AO02;AO04;AO02;AO04;Y;;;Y;432.27;24.22;;;;80.6;;;83.71;;58.12;;21.5;;22.21;;65.67;;14.15;;46.64;;;15.45;
606;24/01/2025 11:59;10;en;882883765;24/01/2025 11:45;24/01/2025 11:59;Y;3;4;2;3;1;1;1;2;4;4;1;2;3;3;4;3;2;4;3;3;read;3  4  2  3  1  1  1  2  4  4  1  2  3  3  4  3  2  4  3  3;read;read;;;;;AO03;AO02;AO02;;;;AO04;;;;;;;;;AO02;;;;;AO04;;;;;;;;AO04;;AO02;;;AO04;;;;;;;;AO04;AO03;;AO03;;;;AO02;;;;;;;AO04;AO04;;;;AO02;;;AO03;AO02;AO03;AO02;AO04;Y;;;;839.18;32.55;;;;173.1;;;181.43;;97.47;;34.84;;54.29;;92.39;;71.34;;82.64;;;19.13;
610;24/01/2025 12:05;10;en;1402116055;24/01/2025 11:47;24/01/2025 12:05;Y;3;3;2;4;2;2;2;3;3;4;1;4;4;3;3;3;4;2;1;3;read;3  3  2  4  2  2  2  3  3  4  1  4  4  3  3  3  4  2  1  3;read;read;;;;;;;;;;;AO03;;;;;;;;;AO04;;AO02;AO01;AO02;;;;;;;;;;AO05;AO03;AO05;;;;;;AO04;AO05;;;;AO04;AO02;AO03;;;;;;AO03;;;;;;AO03;;AO03;;;;AO01;;AO02;AO05;AO02;AO03;Y;Y;;;1106.06;21.19;;;;801.49;;;69.5;;33.01;;8.2;;41.34;;43.91;;30.24;;34.77;;;22.41;
611;24/01/2025 11:54;10;en;1641044648;24/01/2025 11:47;24/01/2025 11:54;Y;2;4;3;2;2;1;1;3;2;2;2;4;1;3;3;1;4;4;3;4;read;2  4  3  2  2  1  1  3  2  2  2  4  1  3  3  1  4  4  3  4;read;read;;;;;;AO02;AO02;;;;;AO04;;;AO03;;;AO04;;;AO03;AO02;;;;AO04;AO04;AO04;;;;;;;;;AO04;;;;;AO04;;;;;AO04;AO04;;;;;AO04;;;;;;;;;;;;;;AO03;AO02;AO02;AO03;AO03;AO03;Y;;;Y;402.47;4.71;;;;48.68;;;11.78;;105.44;;33.97;;15.87;;20.66;;11.88;;141.31;;;8.17;
612;24/01/2025 11:51;10;en;186407301;24/01/2025 11:47;24/01/2025 11:51;Y;1;2;1;1;3;2;2;4;3;1;1;3;4;3;2;1;3;3;2;1;read;1  2  1  1  3  2  2  4  3  1  1  3  4  3  2  1  3  3  2  1;read;read;AO04;;AO04;AO02;;;;;;AO05;AO04;;;;AO02;;;;AO02;;;;AO02;AO02;;;;;;;AO04;;;;;;;;AO02;;;;AO02;;;;AO03;;;AO02;AO04;;;;;;;;AO03;;;;AO02;;;;;;AO04;AO03;AO02;AO04;;;;Y;198.51;9.96;;;;38.44;;;16.5;;13.5;;49.96;;8.27;;19.24;;6.95;;13.4;;;22.29;
613;24/01/2025 11:54;10;en;1326675184;24/01/2025 11:48;24/01/2025 11:54;Y;2;4;4;2;4;1;2;2;4;4;2;2;1;3;1;4;4;2;3;1;read;2  4  4  2  4  1  2  2  4  4  2  2  1  3  1  4  4  2  3  1;read;read;;;;;;AO01;;;;;;AO01;;AO04;;;;AO01;;;AO05;;;AO03;AO03;;;AO05;;;;;;AO01;;;;;;;;;;;;;AO03;;;;;;AO05;AO01;;AO04;;;;AO05;AO01;;;;;AO04;AO04;;AO01;AO01;AO01;AO05;Y;Y;;Y;338.05;10.33;;;;77.53;;;61.98;;34.37;;18.06;;38.22;;13.67;;48.72;;24.78;;;10.39;
614;24/01/2025 11:59;10;en;1562745653;24/01/2025 11:53;24/01/2025 11:59;Y;4;2;3;4;4;3;2;4;3;2;2;1;1;3;3;4;3;4;1;4;read;4  2  3  4  4  3  2  4  3  2  2  1  1  3  3  4  3  4  1  4;read;read;;;;;;;;;;;;AO04;;;;;;;AO05;;;;;AO01;;;AO05;AO05;;;;;;;;;AO03;;;AO05;;;AO05;;;;AO01;AO02;;AO01;;AO03;;;AO05;AO05;;;AO04;;;;;;;AO02;;AO02;AO01;AO01;AO01;AO05;Y;;;Y;366.31;13.13;;;;95.34;;;74.01;;50.31;;12.21;;12.81;;38.84;;34.09;;23.1;;;12.47;
615;24/01/2025 12:10;10;en;3968528;24/01/2025 11:53;24/01/2025 12:10;Y;4;2;1;3;4;4;4;3;3;3;2;1;3;3;1;2;4;3;3;1;read;4  2  1  3  4  4  4  3  3  3  2  1  3  3  1  2  4  3  3  1;read;read;;;AO05;;;;;;;;;;;AO03;;;;;AO05;;;;;;;;;AO04;;;;AO03;;;;;;AO03;;;;AO05;AO05;AO05;;AO04;AO04;;;;AO02;AO04;;;;AO04;AO05;AO04;;;;;;;;;AO05;;AO03;AO04;AO04;AO03;Y;;;Y;1004.25;125.64;;;;194.31;;;63;;24.28;;134.09;;8.07;;184.71;;19.09;;155.82;;;95.24;
616;24/01/2025 12:18;10;en;1467808290;24/01/2025 12:02;24/01/2025 12:18;Y;3;2;1;4;1;3;2;1;3;4;4;1;1;4;3;3;3;1;4;2;read;3  2  1  4  1  3  2  1  3  4  4  1  1  4  3  3  3  1  4  2;read;read;;;AO05;;AO04;;;AO05;;;;AO04;;;;;AO03;;AO05;;;;;AO04;;;;;;;;;;;AO05;;;;;AO04;;;AO05;;;;;AO03;AO04;AO02;;;;;AO05;;;;;;AO05;AO05;;AO05;;;;;AO01;AO05;AO03;AO02;Y;;;Y;927.91;34.68;;;;194.09;;;184.01;;112.18;;58.5;;13.17;;49.11;;31.37;;227.68;;;23.12;
617;24/01/2025 12:14;10;en;1877302262;24/01/2025 12:07;24/01/2025 12:14;Y;4;4;2;1;3;3;2;1;2;2;4;3;2;3;4;1;1;4;4;1;read;4  4  2  1  3  3  2  1  2  2  4  3  2  3  4  1  1  4  4  1;read;read;;;;AO04;;;;AO03;;;;;;;AO01;AO01;;;;AO04;;;;AO02;;AO04;AO04;;AO01;;;;;;;;;;AO05;AO04;;;;;;;AO01;;;;;AO02;AO02;;;;;;;;;AO05;;;AO04;;;AO05;AO02;AO04;AO05;AO04;Y;;;;406.45;8.61;;;;36.57;;;98.54;;95.37;;65.56;;17.33;;24.73;;18.43;;19.25;;;22.06;
618;24/01/2025 13:08;10;en;1071413360;24/01/2025 13:01;24/01/2025 13:08;Y;3;3;4;4;4;2;4;4;1;1;2;1;4;2;1;1;4;1;1;4;read;3  3  4  4  4  2  4  4  1  1  2  1  4  2  1  1  4  1  1  4;read;read;;;;;;;;;AO05;AO04;;;;AO01;AO02;;AO01;;;;;;AO01;;;;;AO05;;AO01;;;;;AO05;AO05;;;;;;;;;;;;;;;;;;AO05;AO03;AO03;;AO02;AO02;;;;AO02;;;;AO01;;AO01;AO03;AO05;AO04;Y;;;Y;377.71;16.16;;;;77.98;;;73.23;;51.01;;25.05;;10.32;;21.92;;58.3;;22.35;;;21.39;
619;24/01/2025 13:07;10;en;1516790667;24/01/2025 13:03;24/01/2025 13:07;Y;3;4;3;3;3;3;3;1;2;3;2;2;3;2;3;4;4;1;1;2;read;3  4  3  3  3  3  3  1  2  3  2  2  3  2  3  4  4  1  1  2;read;read;;;;;;;;AO04;;;;;;;;;AO03;;;;;;;;;AO02;;AO03;;AO04;;;;;AO03;;AO04;AO02;AO04;AO03;AO03;;;AO04;;AO03;;AO03;;;;;AO04;;;;;;;;;;;;;AO02;AO03;;AO03;AO02;AO04;AO03;Y;;;;284;22.17;;;;68.41;;;35.82;;18.67;;26.31;;9.71;;60.18;;18.65;;14.97;;;9.11;
620;24/01/2025 13:10;10;en;428643857;24/01/2025 13:03;24/01/2025 13:10;Y;4;3;4;3;3;1;2;1;1;2;3;4;3;3;1;1;3;2;3;3;read;4  3  4  3  3  1  2  1  1  2  3  4  3  3  1  1  3  2  3  3;read;read;;;;;;AO05;;AO05;AO04;;;;;AO02;AO04;;;;;;;;;AO02;;;AO05;;;;;;;AO01;;AO05;;AO04;AO04;;;;;;AO05;AO03;AO02;;;AO01;;AO05;;AO05;;;;;;;;;;;;;;;AO01;AO05;AO03;AO05;Y;;;Y;416.04;18.81;;;;81.14;;;70.04;;39.64;;23.45;;19.42;;117.72;;10.41;;22.13;;;13.28;
621;24/01/2025 13:11;10;en;525014621;24/01/2025 13:04;24/01/2025 13:11;Y;3;3;4;3;1;1;2;4;3;2;2;2;4;3;1;1;4;3;1;4;read;3  3  4  3  1  1  2  4  3  2  2  2  4  3  1  1  4  3  1  4;read;read;;;;;AO05;AO03;;;;;;;;AO01;AO01;;;;;;;;;AO01;;;AO05;AO05;;;;;;;AO05;AO05;;AO05;;;;;AO05;;;;AO05;;;;AO05;;;AO05;;;;;AO05;;;;AO05;;;;AO01;;AO01;AO05;AO05;AO05;Y;Y;;Y;429.81;7.8;;;;86.54;;;134.17;;80.62;;25.49;;18.37;;22.64;;26.22;;18.18;;;9.78;
622;24/01/2025 13:07;10;en;1266715693;24/01/2025 13:04;24/01/2025 13:07;Y;4;3;1;4;1;4;2;2;1;2;3;1;4;1;1;4;2;4;2;4;read;4  3  1  4  1  4  2  2  1  2  3  1  4  1  1  4  2  4  2  4;read;read;;;AO04;;AO03;;;;AO04;;;;AO03;AO02;;;;;;;;;;AO04;AO04;;AO04;;;;;;AO03;;;AO04;;;;;;;;;AO04;;;;;;;AO04;;;AO04;;AO03;;;;;;AO03;;;AO03;;AO02;AO03;AO02;AO04;AO04;Y;Y;;Y;204.75;10.6;;;;37.82;;;31.21;;17.68;;25.69;;20.9;;7.59;;18.27;;20.63;;;14.36;
624;24/01/2025 13:12;10;en;387358762;24/01/2025 13:04;24/01/2025 13:12;Y;3;2;3;1;1;2;4;4;3;3;2;2;3;2;1;3;1;4;3;1;read;3  2  3  1  1  2  4  4  3  3  2  2  3  2  1  3  1  4  3  1;read;read;;;;AO05;AO02;;;;;;;;;AO04;;AO03;;;AO02;;;;AO02;;;;;AO04;;AO03;;;;;AO02;;AO02;;;;;;AO04;AO03;;AO01;;;AO03;;;;;;;;;AO02;AO04;;;;;;;;;AO03;AO02;AO03;AO03;AO03;Y;;;;495.79;21.69;;;;15.24;;;29.56;;72.73;;53.89;;59.34;;59.56;;123.57;;44.45;;;15.76;
625;24/01/2025 13:13;10;en;2118933827;24/01/2025 13:04;24/01/2025 13:13;Y;4;2;3;1;1;1;1;1;1;3;4;3;1;2;1;2;1;2;3;1;read;4  2  3  1  1  1  1  1  1  3  4  3  1  2  1  2  1  2  3  1;read;read;;;;AO02;AO04;AO04;AO04;AO04;AO03;;;AO04;;AO04;;AO03;;;AO05;;;;;;;;;;;AO03;;AO02;;AO03;;;AO04;;;;;;;AO02;;;;;;;;AO04;;;;;;;;;;AO04;;;;;;;AO02;AO04;AO02;AO03;Y;Y;;Y;508.33;18.33;;;;107.68;;;138.26;;45.39;;69.57;;54.63;;6.88;;7.8;;37.61;;;22.18;
626;24/01/2025 13:14;10;en;519314340;24/01/2025 13:05;24/01/2025 13:14;Y;3;4;3;3;2;4;3;3;3;1;1;4;3;3;2;1;3;2;1;1;read;3  4  3  3  2  4  3  3  3  1  1  4  3  3  2  1  3  2  1  1;read;read;;;;;;;;;;AO01;AO05;;;;AO01;;;;;;;AO05;;;;;;;;;AO01;;;AO01;AO04;;AO05;AO05;;;AO01;AO05;AO05;;;AO05;AO01;;;AO02;;;AO05;;;;AO05;;;;;;;;;;;;AO04;AO04;AO04;AO05;Y;Y;;Y;536.64;23.32;;;;99.59;;;93.68;;64.03;;53.06;;25.6;;91.56;;15.32;;45.55;;;24.93;
627;24/01/2025 13:13;10;en;1227747065;24/01/2025 13:05;24/01/2025 13:13;Y;1;4;3;2;2;1;3;2;1;3;4;4;2;4;4;4;3;3;1;2;read;1  4  3  2  2  1  3  2  1  3  4  4  2  4  4  4  3  3  1  2;read;read;AO05;;;;;AO05;;;AO05;;;;;;;;;;;;AO05;AO03;;;AO05;;;;AO05;;;;;;;;AO04;;;;AO03;;;AO04;;;;;;AO02;AO02;;AO04;;;;;;;;;AO05;;AO04;AO03;AO02;;;AO03;AO03;AO03;AO05;Y;;;Y;505.54;30.38;;;;90.55;;;99.99;;87.83;;35.22;;36.14;;55.8;;30.9;;19.3;;;19.43;
628;24/01/2025 13:08;10;en;60768525;24/01/2025 13:05;24/01/2025 13:08;Y;2;1;3;3;2;1;1;1;1;1;3;1;3;4;3;3;1;4;3;1;read;2  1  3  3  2  1  1  1  1  1  3  1  3  4  3  3  1  4  3  1;read;read;;AO04;;;;AO03;AO03;AO04;AO03;AO04;;;;;;AO04;;AO04;;;;AO04;;;;;;;;;;;;;;;AO04;AO03;;;;;;;AO03;AO03;;AO03;AO03;;;;;;;;;;;;;;;AO02;;;;AO02;AO05;AO05;AO03;AO01;Y;;;Y;171.36;12.26;;;;13.44;;;5.25;;3.57;;18.68;;5.98;;39.36;;33.04;;22.23;;;17.55;
629;24/01/2025 13:13;10;en;2006739429;24/01/2025 13:05;24/01/2025 13:13;Y;2;1;1;1;1;4;4;1;1;2;4;1;2;3;4;3;1;3;3;3;read;2  1  1  1  1  4  4  1  1  2  4  1  2  3  4  3  1  3  3  3;read;read;;AO05;AO05;AO05;AO03;;;AO05;AO04;;;;;;;AO02;;AO04;;;;;;;;;AO04;;AO05;;;;;;;;;;;;;;;;;;AO05;;AO02;;AO02;;;;;;AO04;AO05;;;;AO05;;;AO02;;;;AO02;AO03;AO03;AO02;Y;Y;;Y;433.3;17.23;;;;96.03;;;94.94;;82.99;;35.31;;19.61;;32.77;;23.39;;18.35;;;12.68;
630;24/01/2025 13:15;10;en;299284807;24/01/2025 13:06;24/01/2025 13:15;Y;4;4;4;1;2;3;3;1;3;2;1;2;4;3;4;1;1;2;2;4;read;4  4  4  1  2  3  3  1  3  2  1  2  4  3  4  1  1  2  2  4;read;read;;;;AO05;;;;AO05;;;AO05;;;;AO01;AO01;;;;;;AO05;;;;;AO01;;;;;;;AO01;;;;;;AO05;AO01;;AO05;;;;AO01;;;;;AO03;AO04;AO05;;;;;;;;;AO05;;AO02;;;;AO01;AO01;AO01;AO05;;Y;;Y;568.73;13.43;;;;131.53;;;114.92;;79.26;;37.52;;15.28;;61.75;;56.32;;32.54;;;26.18;
631;24/01/2025 13:16;10;en;1971541834;24/01/2025 13:06;24/01/2025 13:16;Y;3;2;2;1;2;3;2;3;2;3;3;2;4;3;1;1;1;4;1;4;read;3  2  2  1  2  3  2  3  2  3  3  2  4  3  1  1  1  4  1  4;read;read;;;;AO04;;;;;;;;;;AO02;AO03;AO04;;;AO04;AO04;;AO03;;AO04;;AO05;;;;;;;;;AO04;;;;;AO03;;AO04;;AO05;AO05;;AO03;;;;;;;;;;;;;;;;AO02;;;;;AO02;AO02;AO03;AO04;AO03;Y;;;Y;568.05;49.43;;;;109.15;;;114.52;;61.59;;32.07;;32.01;;35.7;;36.87;;55.98;;;40.73;
632;24/01/2025 13:08;10;en;1873349871;24/01/2025 13:06;24/01/2025 13:08;Y;1;2;2;1;3;1;1;3;4;2;2;4;1;2;4;2;3;1;1;1;read;1  2  2  1  3  1  1  3  4  2  2  4  1  2  4  2  3  1  1  1;read;read;AO03;;;AO02;;AO03;AO03;;;;;AO03;;;;;AO04;;AO05;AO03;;;;;;;AO02;AO04;;AO04;;AO04;;;;;;;AO03;;;AO05;;;;;;;;AO03;;;;;;;;;;AO03;;;;;AO03;;;;AO03;AO04;AO04;AO03;Y;Y;;Y;117.53;8.08;;;;19.4;;;10.76;;16.93;;8.3;;16.06;;11.27;;6.76;;9.84;;;10.13;
633;24/01/2025 13:14;10;en;384144759;24/01/2025 13:06;24/01/2025 13:14;Y;1;4;1;4;3;3;1;4;1;4;4;4;4;1;4;4;2;2;2;3;read;1  4  1  4  3  3  1  4  1  4  4  4  4  1  4  4  2  2  2  3;read;read;AO04;;AO04;;;;AO03;;AO03;;;;AO04;;;;;;;;;;;;;;;;;;;;AO04;AO03;;;;;AO03;AO04;;;;;;;;;;;;;AO03;;AO04;;;;AO04;;AO03;AO04;AO04;;AO03;AO03;;;AO03;AO04;AO03;AO04;Y;Y;;Y;487.9;6.51;;;;64.57;;;64.27;;40.02;;20.76;;17.23;;86.42;;151.69;;23.26;;;13.17;
634;24/01/2025 13:11;10;en;285132066;24/01/2025 13:07;24/01/2025 13:11;Y;4;4;2;2;3;4;2;1;4;1;1;3;4;4;1;3;2;2;2;3;read;4  4  2  2  3  4  2  1  4  1  1  3  4  4  1  3  2  2  2  3;read;read;;;;;;;;AO05;;AO04;AO05;;;AO02;;;;;;AO05;AO03;;;AO05;;;;;;;;;AO04;AO04;;;;;AO05;;;;;;;;;;AO05;;;AO05;AO04;;;;AO03;;;AO04;;;AO04;AO02;;;;;AO01;AO01;AO05;AO04;Y;Y;;Y;268.6;14.59;;;;47.42;;;58.21;;32.5;;17.57;;25.42;;8.6;;28.01;;21.46;;;14.82;
635;24/01/2025 13:37;10;en;1819167072;24/01/2025 13:07;24/01/2025 13:37;Y;1;4;1;1;1;3;3;4;2;4;1;3;2;4;4;1;1;4;4;2;read;1  4  1  1  1  3  3  4  2  4  1  3  2  4  4  1  1  4  4  2;read;read;AO04;;AO05;AO03;AO04;;;;;;AO04;;;;AO03;AO04;;;;;;;;;;AO05;;;AO04;;;;;;;;;;;AO04;AO03;;;;;;;;;;;;AO03;;;;;;AO05;;AO05;;;AO02;AO02;;;AO03;AO02;AO04;AO03;AO04;Y;Y;;Y;188.5;9.88;;;;39.61;;;30.98;;18.54;;24.52;;5.77;;14.42;;21.33;;13.7;;;9.75;
636;24/01/2025 13:15;10;en;966712308;24/01/2025 13:07;24/01/2025 13:15;Y;4;4;4;3;1;2;4;1;2;1;2;4;4;3;1;1;4;3;3;3;read;4  4  4  3  1  2  4  1  2  1  2  4  4  3  1  1  4  3  3  3;read;read;;;;;AO04;;;AO03;;AO05;;;;AO02;AO01;;;;;;;;AO05;;;AO05;;AO05;;;;;;;;;;AO03;;;;;;;;;AO02;;;;AO02;AO03;AO04;AO03;;;;AO02;;;;;AO03;;;;AO01;;AO01;AO02;AO02;AO05;Y;;;;428.95;17.62;;;;114.98;;;81.35;;64.97;;24.55;;25.8;;24.35;;44.03;;20.32;;;10.98;
637;24/01/2025 13:12;10;en;226184015;24/01/2025 13:07;24/01/2025 13:12;Y;3;1;3;3;3;3;3;1;1;4;4;3;2;4;2;2;3;2;3;1;read;3  1  3  3  3  3  3  1  1  4  4  3  2  4  2  2  3  2  3  1;read;read;;AO04;;;;;;AO05;AO05;;;;;;;;;;;;;;;;;;;;AO04;;AO04;AO03;;AO02;AO04;;AO05;AO03;AO05;AO05;AO04;;;;;;;;;AO02;;;;;;;;;;;AO05;AO05;;AO03;;;;;AO02;AO04;AO02;AO04;Y;;;Y;290.19;20.84;;;;27.39;;;20.64;;14.87;;40.44;;32.64;;44.35;;25.38;;41.97;;;21.67;
638;24/01/2025 13:16;10;en;1773400735;24/01/2025 13:07;24/01/2025 13:16;Y;1;2;3;4;2;4;1;2;2;1;1;3;1;4;4;4;1;3;3;2;read;1  2  3  4  2  4  1  2  2  1  1  3  1  4  4  4  1  3  3  2;read;read;AO04;;;;;;AO02;;;AO04;AO05;AO03;;;;AO02;;;AO04;;;AO01;;;AO05;AO04;;;;;;;;;;;AO03;;;;;;;;;;;;;;AO02;;;;AO02;;AO02;;;;;;;AO03;AO04;AO03;;;AO02;AO03;AO04;AO03;Y;;;Y;511.3;15.68;;;;143.26;;;116.93;;65.59;;35.39;;25.48;;11.02;;59.76;;24.8;;;13.39;
